timestamp,value
2011-10-01,1096.2
2011-10-02,569.7
2011-10-03,525.6
2011-10-04,967.5
2011-10-05,502.2
2011-10-06,472.5
2011-10-07,938.7
2011-10-08,1079.1000000000001
2011-10-09,456.3
2011-10-10,554.4
2011-10-11,485.1
2011-10-12,1682.1000000000001
2011-10-13,1190.7
2011-10-14,1344.6000000000001
2011-10-15,1553.4
2011-10-16,540.0
2011-10-17,642.6
2011-10-18,622.8000000000001
2011-10-19,614.7
2011-10-20,732.6
2011-10-21,1002.6
2011-10-22,1159.2
2011-10-23,511.2
2011-10-24,524.7
2011-10-25,512.1
2011-10-26,558.9
2011-10-27,614.7
2011-10-28,819.0
2011-10-29,1196.1000000000001
2011-10-30,503.1
2011-10-31,442.8
2011-11-01,793.8000000000001
2011-11-02,518.4
2011-11-03,571.5
2011-11-04,956.7
2011-11-05,1588.5
2011-11-06,566.1
2011-11-07,638.1
2011-11-08,597.6
2011-11-09,619.2
2011-11-10,690.3000000000001
2011-11-11,1368.9
2011-11-12,1482.3
2011-11-13,533.7
2011-11-14,804.6
2011-11-15,757.8000000000001
2011-11-16,603.0
2011-11-17,652.5
2011-11-18,970.2
2011-11-19,1364.4
2011-11-20,441.90000000000003
2011-11-21,707.4
2011-11-22,853.2
2011-11-23,1150.2
2011-11-25,3233.7000000000003
2011-11-26,2029.5
2011-11-27,665.1
2011-11-28,728.1
2011-11-29,767.7
2011-11-30,1363.5
2011-12-01,1033.2
2011-12-02,1831.5
2011-12-03,2172.6
2011-12-04,898.2
2011-12-05,1028.7
2011-12-06,1314.9
2011-12-07,1134.0
2011-12-08,1382.4
2011-12-09,1908.0
2011-12-10,2610.0
2011-12-11,1171.8
2011-12-12,1461.6000000000001
2011-12-13,1656.9
2011-12-14,1473.3
2011-12-15,1993.5
2011-12-16,2449.8
2011-12-17,3426.3
2011-12-18,1493.1000000000001
2011-12-19,2118.6
2011-12-20,2277.9
2011-12-21,2483.1
2011-12-22,2928.6
2011-12-23,3467.7000000000003
2011-12-24,2193.3
2011-12-26,2831.4
2011-12-27,1697.4
2011-12-28,1461.6000000000001
2011-12-29,1372.5
2011-12-30,1736.1000000000001
2011-12-31,1625.4
2012-01-01,472.5
2012-01-02,1301.4
2012-01-03,893.7
2012-01-04,673.2
2012-01-05,668.7
2012-01-06,891.0
2012-01-07,1181.7
2012-01-08,543.6
2012-01-09,490.5
2012-01-10,600.3000000000001
2012-01-11,423.90000000000003
2012-01-12,889.2
2012-01-13,1026.9
2012-01-14,1386.0
2012-01-15,560.7
2012-01-16,1182.6000000000001
2012-01-17,573.3000000000001
2012-01-18,557.1
2012-01-19,615.6
2012-01-20,1080.9
2012-01-21,1358.1000000000001
2012-01-22,476.1
2012-01-23,540.9
2012-01-24,739.8000000000001
2012-01-25,649.8000000000001
2012-01-26,715.5
2012-01-27,967.5
2012-01-28,1323.9
2012-01-29,490.5
2012-01-30,405.90000000000003
2012-01-31,702.9
2012-02-01,583.2
2012-02-02,670.5
2012-02-03,965.7
2012-02-04,1226.7
2012-02-05,455.40000000000003
2012-02-06,528.3000000000001
2012-02-07,918.0
2012-02-08,792.0
2012-02-09,842.4
2012-02-10,1260.0
2012-02-11,1693.8
2012-02-12,555.3000000000001
2012-02-13,923.4
2012-02-14,950.4
2012-02-15,567.9
2012-02-16,635.4
2012-02-17,1286.1000000000001
2012-02-18,1568.7
2012-02-19,440.1
2012-02-20,791.1
2012-02-21,616.5
2012-02-22,485.1
2012-02-23,683.1
2012-02-24,820.8000000000001
2012-02-25,1203.3
2012-02-26,537.3000000000001
2012-02-27,474.3
2012-02-28,684.0
2012-02-29,524.7
2012-03-01,587.7
2012-03-02,981.0
2012-03-03,1326.6000000000001
2012-03-04,538.2
2012-03-05,402.3
2012-03-06,715.5
2012-03-07,677.7
2012-03-08,755.1
2012-03-09,854.1
2012-03-10,1120.5
2012-03-11,364.5
2012-03-12,401.40000000000003
2012-03-13,437.40000000000003
2012-03-14,927.0
2012-03-15,639.0
2012-03-16,1247.4
2012-03-17,1683.9
2012-03-18,582.3000000000001
2012-03-19,629.1
2012-03-20,615.6
2012-03-21,772.2
2012-03-22,874.8000000000001
2012-03-23,913.5
2012-03-24,1343.7
2012-03-25,624.6
2012-03-26,740.7
2012-03-27,607.5
2012-03-28,1291.5
2012-03-29,1242.0
2012-03-30,1489.5
2012-03-31,2039.4
2012-04-01,601.2
2012-04-02,686.7
2012-04-03,1137.6000000000001
2012-04-04,874.8000000000001
2012-04-05,887.4
2012-04-06,1755.9
2012-04-07,1864.8
2012-04-09,548.1
2012-04-10,624.6
2012-04-11,567.9
2012-04-12,730.8000000000001
2012-04-13,862.2
2012-04-14,1034.1000000000001
2012-04-15,435.6
2012-04-16,402.3
2012-04-17,702.0
2012-04-18,551.7
2012-04-19,612.9
2012-04-20,973.8000000000001
2012-04-21,1284.3
2012-04-22,396.0
2012-04-23,526.5
2012-04-24,539.1
2012-04-25,589.5
2012-04-26,604.8000000000001
2012-04-27,1299.6000000000001
2012-04-28,1462.5
2012-04-29,453.6
2012-04-30,462.6
2012-05-01,815.4
2012-05-02,609.3000000000001
2012-05-03,864.9
2012-05-04,1096.2
2012-05-05,1315.8
2012-05-06,504.90000000000003
2012-05-07,691.2
2012-05-08,891.0
2012-05-09,806.4
2012-05-10,1026.0
2012-05-11,1531.8
2012-05-12,2040.3
2012-05-13,531.0
2012-05-14,487.8
2012-05-15,686.7
2012-05-16,849.6
2012-05-17,779.4
2012-05-18,1125.0
2012-05-19,1285.2
2012-05-20,527.4
2012-05-21,549.9
2012-05-22,675.9
2012-05-23,702.0
2012-05-24,699.3000000000001
2012-05-25,1539.0
2012-05-26,1736.1000000000001
2012-05-27,617.4
2012-05-28,1125.9
2012-05-29,519.3000000000001
2012-05-30,734.4
2012-05-31,771.3000000000001
2012-06-01,1161.9
2012-06-02,1362.6000000000001
2012-06-03,490.5
2012-06-04,483.3
2012-06-05,879.3000000000001
2012-06-06,896.4
2012-06-07,929.7
2012-06-08,1253.7
2012-06-09,1247.4
2012-06-10,429.3
2012-06-11,483.3
2012-06-12,824.4
2012-06-13,891.9
2012-06-14,1054.8
2012-06-15,1505.7
2012-06-16,1988.1000000000001
2012-06-17,562.5
2012-06-18,593.1
2012-06-19,734.4
2012-06-20,652.5
2012-06-21,817.2
2012-06-22,1372.5
2012-06-23,1634.4
2012-06-24,483.3
2012-06-25,717.3000000000001
2012-06-26,755.1
2012-06-27,744.3000000000001
2012-06-28,761.4
2012-06-29,1186.2
2012-06-30,1152.9
2012-07-01,473.40000000000003
2012-07-02,663.3000000000001
2012-07-03,1008.9
2012-07-04,830.7
2012-07-05,612.0
2012-07-06,909.0
2012-07-07,975.6
2012-07-08,403.2
2012-07-09,493.2
2012-07-10,587.7
2012-07-11,783.0
2012-07-12,810.0
2012-07-13,1038.6000000000001
2012-07-14,1188.0
2012-07-15,485.1
2012-07-16,557.1
2012-07-17,639.0
2012-07-18,675.0
2012-07-19,766.8000000000001
2012-07-20,815.4
2012-07-21,1168.2
2012-07-22,533.7
2012-07-23,584.1
2012-07-24,640.8000000000001
2012-07-25,637.2
2012-07-26,678.6
2012-07-27,1328.4
2012-07-28,1603.8
2012-07-29,467.1
2012-07-30,566.1
2012-07-31,957.6
2012-08-01,695.7
2012-08-02,682.2
2012-08-03,1321.2
